Acct,Type,Date,Num,Name,Memo,Split,Debit,Credit,Net,AcctNum,FS_Group
Company Checking Account,Check,2018-05-31,5131,Jeff's Janitorial,Monthly Fees,Maintenance/Janitorial,0.0,200.0,-200.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-05-31,5133,Automobile Insurance Company,Auto Insurance Policy # 14906,Insurance-Auto,0.0,120.0,-120.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-05-31,5132,Credit Card,ACCT# 3786401297855001,QuickBooks Credit Card,0.0,65.0,-65.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-05-31,5134,Jonathan Graham (reimbursments),Seminar Travel,Travel,0.0,191.0,-191.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Bill Pmt -Check,2018-05-31,5129,Fisse Fast Package Delivery,ACCT# 256044025,Accounts Payable,0.0,164.0,-164.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Bill Pmt -Check,2018-05-31,5130,Printing Shop,Inv#,Accounts Payable,0.0,160.0,-160.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-06-01,5135,Kuver Property,June Rent,Rent,0.0,583.75,-583.75,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-06-01,3020,"King, Vicki",,-SPLIT-,0.0,130.64,-130.64,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-06-01,3021,"Bolinski, Rafal",,-SPLIT-,0.0,310.78,-310.78,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-06-01,3022,"Deen, Jeannette",,-SPLIT-,0.0,218.96,-218.96,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Deposit,2018-06-02,,,Deposit,-SPLIT-,14735.85,0.0,14735.85,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-06-04,5136,Local Bank,Interest on Line of Credit May 07,Interest Expense,0.0,125.89,-125.89,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-06-04,5137,Gretton Insurance Co.,"June 07 WC Policy # 87023, Gen Liab. #14B09",-SPLIT-,0.0,461.84,-461.84,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Bill Pmt -Check,2018-06-05,3075,Foster Lighting,,Accounts Payable,0.0,2840.0,-2840.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-06-12,5139,Gas & Electic Company,ACCT# 098703,Utilities,0.0,22.07,-22.07,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-06-15,3022,"King, Vicki",,-SPLIT-,0.0,30.64,-30.64,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-06-15,5142,Automobile Loan Company,Car lease,Car Lease,0.0,563.0,-563.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Liability Check,2018-06-15,5143,Sec125 Administrator,Acct#  870547,SEC125 Payable,0.0,100.0,-100.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-06-15,3023,"Bolinski, Rafal",,-SPLIT-,0.0,310.78,-310.78,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-06-15,3024,"Deen, Jeannette",,-SPLIT-,0.0,218.96,-218.96,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Deposit,2018-06-16,,,Deposit,-SPLIT-,18433.45,0.0,18433.45,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-06-22,5148,Local Phone Company,6503221414,Telephone,0.0,221.32,-221.32,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-06-22,5144,Electronics Manufacturer,New laptop computer,Computer & Office Equipment,0.0,2500.0,-2500.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-06-22,5145,Lincoln Office Equip.,,Office Equipment,0.0,350.0,-350.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-06-22,5146,Fisse Fast Package Delivery,ACCT# 256044025,Postage and Delivery,0.0,78.0,-78.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-06-22,5147,Mullen Travel,Air Fare for Convention,-SPLIT-,0.0,2500.0,-2500.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-06-25,5151,Health Insurance Co.,Employee Health Insurance Policy#258BVF4,-SPLIT-,0.0,543.83,-543.83,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-06-25,5153,Pace Shipping Supplies,Acct# 45980,Office Equipment,0.0,25.0,-25.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-06-25,5149,Office Supply Store,Acct# 27804,Supplies,0.0,123.54,-123.54,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-06-25,5150,Cell Phone Company,Cell,Telephone,0.0,101.78,-101.78,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-06-25,5152,Payroll Service Co.,Payroll  Fee,Payroll Service Fees,0.0,123.08,-123.08,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-06-25,5154,Deborah Wood (Owner),Owner's Draw,Deborah Wood Draws,0.0,11250.0,-11250.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Transfer,2018-06-25,,,Funds Transfer,Line of Credit,25000.0,0.0,25000.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-06-29,5157,Jeff's Janitorial,Monthly Fees,Maintenance/Janitorial,0.0,200.0,-200.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-06-29,5158,Automobile Insurance Company,Auto Insurance Policy # 14906,Insurance-Auto,0.0,120.0,-120.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-06-29,5159,Credit Card,ACCT# 3786401297855001,QuickBooks Credit Card,0.0,23.6,-23.6,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Bill Pmt -Check,2018-06-29,5155,Fisse Fast Package Delivery,ACCT# 256044025,Accounts Payable,0.0,148.0,-148.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Bill Pmt -Check,2018-06-29,5156,Printing Shop,Inv#,Accounts Payable,0.0,1000.0,-1000.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Deposit,2018-06-30,,,Deposit,-SPLIT-,8533.8,0.0,8533.8,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-07-01,3025,"Bolinski, Rafal",,-SPLIT-,0.0,310.78,-310.78,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-07-01,3026,"Deen, Jeannette",,-SPLIT-,0.0,218.96,-218.96,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-07-02,5160,Kuver Property,July Rent,Rent,0.0,583.75,-583.75,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-07-02,3024,"King, Vicki",,-SPLIT-,0.0,30.64,-30.64,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-07-03,5161,Local Bank,Interest on Line of Credit Jun 07,Interest Expense,0.0,156.65,-156.65,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-07-03,5162,Gretton Insurance Co.,"July 07 WC Policy # 87023, Gen Liab. #14B09",-SPLIT-,0.0,461.84,-461.84,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Bill Pmt -Check,2018-07-05,3076,Foster Lighting,,Accounts Payable,0.0,3150.0,-3150.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Bill Pmt -Check,2018-07-05,3077,Paulsen's Lighting,,Accounts Payable,0.0,3625.0,-3625.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-07-12,5164,Gas & Electic Company,ACCT# 098703,Utilities,0.0,28.47,-28.47,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-07-15,3027,"Bolinski, Rafal",,-SPLIT-,0.0,310.78,-310.78,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-07-15,3028,"Deen, Jeannette",,-SPLIT-,0.0,218.96,-218.96,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Liability Check,2018-07-15,5352,Local Bank,55-5555555,-SPLIT-,0.0,1043.54,-1043.54,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Liability Check,2018-07-16,5167,Sec125 Administrator,Acct#  870547,SEC125 Payable,0.0,100.0,-100.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-07-17,3026,"King, Vicki",,-SPLIT-,0.0,30.64,-30.64,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Transfer,2018-07-20,,,Funds Transfer,Line of Credit,0.0,10000.0,-10000.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-07-23,5176,Novello Lights Magazine,Q3 07 Ad,Advertising Expense,0.0,500.0,-500.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-07-23,5175,Office Supply Store,Acct# 27804,Supplies,0.0,78.65,-78.65,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-07-23,5168,Cell Phone Company,Cell,Telephone,0.0,105.45,-105.45,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-07-23,5169,Local Phone Company,6503221414,Telephone,0.0,219.45,-219.45,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-07-23,5170,Jonathan Graham (reimbursments),63003 Expense Report,-SPLIT-,0.0,239.21,-239.21,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-07-23,5171,"King, Vicki",,-SPLIT-,0.0,63.58,-63.58,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-07-23,5172,Deborah Wood (Owner),63003 Exp Report,-SPLIT-,0.0,208.47,-208.47,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-07-23,5173,Jeff's Janitorial,supplies,Maintenance/Janitorial,0.0,127.5,-127.5,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-07-23,5174,Fisse Fast Package Delivery,ACCT# 256044025,Postage and Delivery,0.0,78.0,-78.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-07-25,5180,Health Insurance Co.,Employee Health Insurance Policy#258BVF4,-SPLIT-,0.0,543.83,-543.83,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-07-25,5181,Pace Shipping Supplies,Acct# 45980,Office Equipment,0.0,25.0,-25.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-07-25,5183,Payroll Service Co.,Payroll  Fee,Payroll Service Fees,0.0,124.08,-124.08,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-07-25,5178,Electronics & Computer Store,Computer repair,Computer Repairs,0.0,390.0,-390.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-07-25,5179,Deborah Wood (Owner),Owner's Draw,Deborah Wood Draws,0.0,10000.0,-10000.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-07-26,5184,Automobile Loan Company,Car lease,Car Lease,0.0,563.0,-563.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-07-31,5188,Jeff's Janitorial,Monthly Fees,Maintenance/Janitorial,0.0,200.0,-200.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-07-31,5187,Automobile Insurance Company,Auto Insurance Policy # 14906,Insurance-Auto,0.0,120.0,-120.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-07-31,5186,Credit Card,ACCT# 3786401297855001,QuickBooks Credit Card,0.0,122.11,-122.11,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Bill Pmt -Check,2018-07-31,5185,Fisse Fast Package Delivery,ACCT# 256044025,Accounts Payable,0.0,152.0,-152.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Bill Pmt -Check,2018-07-31,5189,Printing Shop,Inv#,Accounts Payable,0.0,675.0,-675.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-08-01,5190,Kuver Property,Aug Rent,Rent,0.0,583.75,-583.75,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Transfer,2018-08-01,,,Funds Transfer,Line of Credit,5000.0,0.0,5000.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-08-01,3029,"Bolinski, Rafal",,-SPLIT-,0.0,310.78,-310.78,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-08-01,3030,"Deen, Jeannette",,-SPLIT-,0.0,218.96,-218.96,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Deposit,2018-08-01,,,Deposit,-SPLIT-,21363.6,0.0,21363.6,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-08-03,5191,Local Bank,Interest on Line of Credit July 07,Interest Expense,0.0,113.25,-113.25,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-08-03,5192,Gretton Insurance Co.,"Aug 07 WC Policy # 87023, Gen Liab. #14B09",-SPLIT-,0.0,461.84,-461.84,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-08-03,3028,"King, Vicki",,-SPLIT-,0.0,30.64,-30.64,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-08-07,5193,Gas & Electic Company,ACCT# 098703,Utilities,0.0,29.47,-29.47,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-08-15,5198,"Lawson Professional Seminars, Inc.",Fall Seminar #907,Conferences and Seminars,0.0,350.0,-350.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-08-15,5197,Automobile Loan Company,Car lease,Car Lease,0.0,563.0,-563.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Liability Check,2018-08-15,5199,Sec125 Administrator,Acct#  870547,SEC125 Payable,0.0,100.0,-100.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-08-15,3031,"Bolinski, Rafal",,-SPLIT-,0.0,310.78,-310.78,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-08-15,3032,"Deen, Jeannette",,-SPLIT-,0.0,219.93,-219.93,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Liability Check,2018-08-15,5353,Local Bank,55-5555555,-SPLIT-,0.0,1122.75,-1122.75,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-08-17,3030,"King, Vicki",,-SPLIT-,0.0,130.64,-130.64,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Deposit,2018-08-18,,,Deposit,-SPLIT-,26755.9,0.0,26755.9,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-08-20,5200,Winkon Public Relations,Annual Campaign,Marketing Expense,0.0,4500.0,-4500.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Bill Pmt -Check,2018-08-20,3078,Foster Lighting,,Accounts Payable,0.0,845.0,-845.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-08-22,5202,Office Supply Store,Acct# 27804,Supplies,0.0,125.47,-125.47,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-08-22,5203,Local Phone Company,6503221414,Telephone,0.0,213.56,-213.56,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-08-22,5209,Deborah Wood (Owner),Petty Cash,-SPLIT-,0.0,462.12,-462.12,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-08-22,5201,Professional Subscriptions,Professional Journal,Dues and Subscriptions,0.0,350.0,-350.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-08-22,5204,Professional Subscriptions,Professional Journal,Dues and Subscriptions,0.0,350.0,-350.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-08-22,5205,Professional Subscriptions,Professional Journal,Dues and Subscriptions,0.0,350.0,-350.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-08-22,5206,Professional Association,Registration for Fall Convention,-SPLIT-,0.0,3000.0,-3000.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-08-22,5207,Postmaster,postage,Postage and Delivery,0.0,54.0,-54.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-08-22,5208,Fisse Fast Package Delivery,ACCT# 256044025,Postage and Delivery,0.0,78.0,-78.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-08-23,5210,Cell Phone Company,Cell,Telephone,0.0,99.63,-99.63,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-08-24,5213,Health Insurance Co.,Employee Health Insurance Policy#258BVF4,-SPLIT-,0.0,543.83,-543.83,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-08-24,5211,Pace Shipping Supplies,Acct# 45980,Office Equipment,0.0,25.0,-25.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-08-24,5212,Payroll Service Co.,Payroll  Fee,Payroll Service Fees,0.0,123.08,-123.08,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-08-27,5214,Deborah Wood (Owner),Owner's Draw,Deborah Wood Draws,0.0,12000.0,-12000.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-08-31,5215,Jeff's Janitorial,Monthly Fees,Maintenance/Janitorial,0.0,200.0,-200.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-08-31,5219,Automobile Insurance Company,Auto Insurance Policy # 14906,Insurance-Auto,0.0,120.0,-120.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-08-31,5216,Credit Card,ACCT# 3786401297855001,QuickBooks Credit Card,0.0,66.03,-66.03,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Bill Pmt -Check,2018-08-31,5217,Fisse Fast Package Delivery,ACCT# 256044025,Accounts Payable,0.0,148.0,-148.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Bill Pmt -Check,2018-08-31,5218,Printing Shop,Inv#,Accounts Payable,0.0,835.0,-835.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-09-01,3033,"Bolinski, Rafal",,-SPLIT-,0.0,310.78,-310.78,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-09-01,3034,"Deen, Jeannette",,-SPLIT-,0.0,218.96,-218.96,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-09-03,5220,Kuver Property,Sept Rent,Rent,0.0,583.75,-583.75,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-09-03,3032,"King, Vicki",,-SPLIT-,0.0,30.64,-30.64,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-09-04,5221,Local Bank,Interest on Line of Credit Aug 07,Interest Expense,0.0,95.65,-95.65,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-09-04,5222,Gretton Insurance Co.,"Sept 07 WC Policy # 87023, Gen Liab. #14B09",-SPLIT-,0.0,461.84,-461.84,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-09-07,5223,Gas & Electic Company,ACCT# 098703,Utilities,0.0,30.54,-30.54,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-09-14,5225,Automobile Loan Company,Car lease,Car Lease,0.0,563.0,-563.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-09-15,3035,"Bolinski, Rafal",,-SPLIT-,0.0,310.78,-310.78,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-09-15,3036,"Deen, Jeannette",,-SPLIT-,0.0,218.96,-218.96,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Deposit,2018-09-15,,,Deposit,-SPLIT-,22389.1,0.0,22389.1,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Liability Check,2018-09-15,5355,Local Bank,55-5555555,-SPLIT-,0.0,989.3,-989.3,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-09-17,3034,"King, Vicki",,-SPLIT-,0.0,30.64,-30.64,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Liability Check,2018-09-17,5228,Sec125 Administrator,Acct#  870547,SEC125 Payable,0.0,100.0,-100.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-09-21,5231,Cell Phone Company,Cell,Telephone,0.0,102.87,-102.87,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-09-21,5229,Local Phone Company,6503221414,Telephone,0.0,200.69,-200.69,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-09-21,5230,Legal Firm,ACCT#400259,Legal Fees,0.0,200.0,-200.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-09-21,5232,Fisse Fast Package Delivery,ACCT# 256044025,Postage and Delivery,0.0,78.0,-78.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-09-24,5233,Office Supply Store,Acct# 27804,Supplies,0.0,222.36,-222.36,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-09-24,5234,Payroll Service Co.,Payroll  Fee,Payroll Service Fees,0.0,123.08,-123.08,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-09-25,5235,Health Insurance Co.,Employee Health Insurance Policy#258BVF4,-SPLIT-,0.0,543.83,-543.83,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-09-25,5237,Pace Shipping Supplies,Acct# 45980,Office Equipment,0.0,25.0,-25.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-09-25,5236,Deborah Wood (Owner),Owner's Draw,Deborah Wood Draws,0.0,11500.0,-11500.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-09-28,5240,Jeff's Janitorial,Monthly Fees,Maintenance/Janitorial,0.0,200.0,-200.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-09-28,5241,Automobile Insurance Company,Auto Insurance Policy # 14906,Insurance-Auto,0.0,120.0,-120.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-09-28,5242,Credit Card,ACCT# 3786401297855001,QuickBooks Credit Card,0.0,156.6,-156.6,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-09-28,5243,"King, Vicki",,Travel,0.0,191.0,-191.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Bill Pmt -Check,2018-09-28,5239,Printing Shop,Inv#,Accounts Payable,0.0,325.0,-325.0,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Deposit,2018-09-30,,,Deposit,-SPLIT-,25607.5,0.0,25607.5,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Check,2018-10-01,5244,Kuver Property,Oct Rent,Rent,0.0,583.75,-583.75,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-10-01,3037,"Bolinski, Rafal",,-SPLIT-,0.0,310.78,-310.78,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-10-01,3038,"Deen, Jeannette",,-SPLIT-,0.0,218.96,-218.96,1000,CASH AND CASH EQUIVALENTS
Company Checking Account,Paycheck,2018-10-03,3036,"King, Vicki",,-SPLIT-,0.0,130.64,-130.64,1000,CASH AND CASH EQUIVALENTS
